Day,Date,Hour,Source,Number_of_Bicycles_,Number_of_People,Number_of_Road_Vehicles,FID
Thu,2023/11/02 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,5,736,14,264
Thu,2023/11/02 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,5,835,7,265
Thu,2023/11/02 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,4,871,1777,266
Thu,2023/11/02 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,4,71,1566,267
Thu,2023/11/02 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,4,38,1399,268
Thu,2023/11/02 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,4,1088,514,269
Thu,2023/11/02 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,4,263,485,270
Thu,2023/11/02 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,4,20,369,271
Thu,2023/11/02 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,4,694,212,272
Thu,2023/11/02 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,4,373,191,273
Thu,2023/11/02 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,4,3092,147,274
Thu,2023/11/02 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,4,792,125,275
Thu,2023/11/02 00:00:00+00,9:00 PM-10:00 PM,Camera 317 Reform St,4,464,36,276
Thu,2023/11/02 00:00:00+00,6:00 AM-7:00 AM,Camera 317 Reform St,4,121,28,277
Thu,2023/11/02 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,4,394,8,278
Thu,2023/11/02 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,4,11,5,279
Thu,2023/11/02 00:00:00+00,11:00 AM-12:00 PM,Camera 323 Union Street,4,467,4,280
Thu,2023/11/02 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,4,40,3,281
Thu,2023/11/02 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,3,378,728,282
Thu,2023/11/02 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,3,179,648,283
Thu,2023/11/02 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,3,577,566,284
Thu,2023/11/02 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,3,855,528,285
Thu,2023/11/02 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,3,152,304,286
Thu,2023/11/02 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,3,148,300,287
Thu,2023/11/02 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,3,34,275,288
Thu,2023/11/02 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,3,4,152,289
Thu,2023/11/02 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,3,253,151,290
Thu,2023/11/02 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,3,565,46,291
Thu,2023/11/02 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,3,515,20,292
Thu,2023/11/02 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,3,136,1,293
Thu,2023/11/02 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,2,545,1299,294
Thu,2023/11/02 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,2,211,536,295
Thu,2023/11/02 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,2,1068,507,296
Thu,2023/11/02 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,6,58,297
Thu,2023/11/02 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,2,1084,495,298
Thu,2023/11/02 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,2,301,473,299
Thu,2023/11/02 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,2,215,152,300
Thu,2023/11/02 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,2,118,125,301
Thu,2023/11/02 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,25,2636,14,302
Thu,2023/11/02 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,40,55,303
Thu,2023/11/02 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,24,3551,14,304
Thu,2023/11/02 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,4,48,305
Thu,2023/11/02 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,23,1047,2479,306
Thu,2023/11/02 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,9,47,307
Thu,2023/11/02 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,23,983,1314,308
Thu,2023/11/02 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,24,42,309
Thu,2023/11/02 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,21,745,2673,310
Thu,2023/11/02 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,1,42,311
Thu,2023/11/02 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,20,839,1455,312
Thu,2023/11/02 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,186,38,313
Thu,2023/11/02 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,19,2139,123,314
Thu,2023/11/02 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,139,35,315
Thu,2023/11/02 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,19,2885,18,316
Thu,2023/11/02 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,0,73,35,317
Thu,2023/11/02 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,18,48,1834,318
Thu,2023/11/02 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,0,75,34,319
Thu,2023/11/02 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,18,474,1588,320
Thu,2023/11/02 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,1,34,321
Thu,2023/11/02 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,18,3329,12,322
Thu,2023/11/02 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,1,32,323
Thu,2023/11/02 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,17,1083,2336,324
Thu,2023/11/02 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,0,234,22,325
Thu,2023/11/02 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,17,731,1229,326
Thu,2023/11/02 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,0,7,20,327
Thu,2023/11/02 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,16,1320,2038,328
Thu,2023/11/02 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,4,19,329
Thu,2023/11/02 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,16,2282,121,330
Thu,2023/11/02 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,121,18,331
Thu,2023/11/02 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,15,921,1967,332
Thu,2023/11/02 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,66,18,333
Thu,2023/11/02 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,15,58,1577,334
Thu,2023/11/02 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,0,102,17,335
Thu,2023/11/02 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,15,329,1228,336
Thu,2023/11/02 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,0,850,11,337
Thu,2023/11/02 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,14,59,1507,338
Thu,2023/11/02 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,0,1649,5,339
Thu,2023/11/02 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,14,712,1207,340
Thu,2023/11/02 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,0,159,5,341
Thu,2023/11/02 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,14,1155,190,342
Thu,2023/11/02 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,59,5,343
Thu,2023/11/02 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,689,1935,344
Thu,2023/11/02 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,22,5,345
Thu,2023/11/02 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,13,877,1287,346
Thu,2023/11/02 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,45,4,347
Thu,2023/11/02 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,13,758,1038,348
Thu,2023/11/02 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,0,364,3,349
Thu,2023/11/02 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,12,906,2398,350
Thu,2023/11/02 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,74,3,351
Thu,2023/11/02 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,12,351,1675,352
Thu,2023/11/02 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,16,3,353
Thu,2023/11/02 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,12,1034,1198,354
Thu,2023/11/02 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,316,2,355
Thu,2023/11/02 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,12,1732,15,356
Thu,2023/11/02 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,6,2,357
Thu,2023/11/02 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,11,940,1301,358
Thu,2023/11/02 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,11,831,183,359
Thu,2023/11/02 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,10,1391,1346,360
Thu,2023/11/02 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,10,854,1155,361
Thu,2023/11/02 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,9,679,2139,362
Thu,2023/11/02 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,9,1155,1129,363
Thu,2023/11/02 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,9,297,764,364
Thu,2023/11/02 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,9,131,532,365
Thu,2023/11/02 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,9,51,409,366
Thu,2023/11/02 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,8,887,2118,367
Thu,2023/11/02 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,8,711,2114,368
Thu,2023/11/02 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,8,49,237,369
Thu,2023/11/02 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,8,1765,221,370
Thu,2023/11/02 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,8,733,178,371
Thu,2023/11/02 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,8,343,89,372
Thu,2023/11/02 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,8,939,7,373
Thu,2023/11/02 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,7,102,1283,374
Thu,2023/11/02 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,7,825,1163,375
Thu,2023/11/02 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,7,307,660,376
Thu,2023/11/02 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,7,65,323,377
Thu,2023/11/02 00:00:00+00,1:00 PM-2:00 PM,Camera 323 Union Street,7,863,166,378
Thu,2023/11/02 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,7,789,39,379
Thu,2023/11/02 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,88,1,380
Thu,2023/11/02 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,17,1,381
Thu,2023/11/02 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,2,1,382
Thu,2023/11/02 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,12,0,383
Thu,2023/11/02 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,8,0,384
Fri,2023/11/03 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,43,2233,216,385
Fri,2023/11/03 00:00:00+00,5:00 PM-6:00 PM,Camera 500 Hilltown,38,281,1487,386
Fri,2023/11/03 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,36,1362,2502,387
Fri,2023/11/03 00:00:00+00,12:00 PM-1:00 PM,Camera 317 Reform St,34,2659,243,388
Fri,2023/11/03 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,32,688,2161,389
Fri,2023/11/03 00:00:00+00,4:00 PM-5:00 PM,Camera 500 Hilltown,32,579,1750,390
Fri,2023/11/03 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,28,1379,2172,391
Fri,2023/11/03 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,26,1204,229,392
Fri,2023/11/03 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,24,1058,2270,393
Fri,2023/11/03 00:00:00+00,2:00 PM-3:00 PM,Camera 500 Hilltown,24,743,1515,394
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,24,97,709,395
Fri,2023/11/03 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,23,722,2028,396
Fri,2023/11/03 00:00:00+00,1:00 PM-2:00 PM,Camera 500 Hilltown,23,667,1595,397
Fri,2023/11/03 00:00:00+00,11:00 AM-12:00 PM,Camera 500 Hilltown,23,389,1299,398
Fri,2023/11/03 00:00:00+00,7:00 PM-8:00 PM,Camera 500 Hilltown,23,156,1017,399
Fri,2023/11/03 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,23,990,280,400
Fri,2023/11/03 00:00:00+00,4:00 PM-5:00 PM,Camera 320 Westport,21,1064,2545,401
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,21,938,1881,402
Fri,2023/11/03 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,20,966,2188,403
Fri,2023/11/03 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,20,199,1266,404
Fri,2023/11/03 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,20,111,769,405
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,19,855,2086,406
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,19,1779,259,407
Fri,2023/11/03 00:00:00+00,12:00 PM-1:00 PM,Camera 500 Hilltown,18,465,1418,408
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera 500 Hilltown,18,353,1221,409
Fri,2023/11/03 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,18,55,1047,410
Fri,2023/11/03 00:00:00+00,12:00 PM-1:00 PM,Camera  308 Murraygate,18,2910,16,411
Fri,2023/11/03 00:00:00+00,3:00 PM-4:00 PM,Camera  308 Murraygate,18,2285,8,412
Fri,2023/11/03 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,17,734,1995,413
Fri,2023/11/03 00:00:00+00,8:00 AM-9:00 AM,Camera 500 Hilltown,17,463,1310,414
Fri,2023/11/03 00:00:00+00,2:00 PM-3:00 PM,Camera 317 Reform St,17,2110,107,415
Fri,2023/11/03 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,17,2999,15,416
Fri,2023/11/03 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,16,460,1271,417
Fri,2023/11/03 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,16,82,811,418
Fri,2023/11/03 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,16,188,760,419
Fri,2023/11/03 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,15,989,1762,420
Fri,2023/11/03 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,15,82,699,421
Fri,2023/11/03 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,15,3012,8,422
Fri,2023/11/03 00:00:00+00,12:00 PM-1:00 PM,Camera 328 South Marketgait,14,1184,2256,423
Fri,2023/11/03 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,14,35,719,424
Fri,2023/11/03 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,14,150,665,425
Fri,2023/11/03 00:00:00+00,1:00 PM-2:00 PM,Camera 317 Reform St,14,2714,150,426
Fri,2023/11/03 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,14,282,81,427
Fri,2023/11/03 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,13,679,2543,428
Fri,2023/11/03 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,13,1020,1924,429
Fri,2023/11/03 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,13,98,725,430
Fri,2023/11/03 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,13,1040,244,431
Fri,2023/11/03 00:00:00+00,1:00 PM-2:00 PM,Camera  308 Murraygate,13,3310,15,432
Fri,2023/11/03 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,12,881,1847,433
Fri,2023/11/03 00:00:00+00,3:00 PM-4:00 PM,Camera 500 Hilltown,12,811,1553,434
Fri,2023/11/03 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,12,265,1542,435
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera  308 Murraygate,12,1956,81,436
Fri,2023/11/03 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,11,819,2185,437
Fri,2023/11/03 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,11,145,708,438
Fri,2023/11/03 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,10,505,267,439
Fri,2023/11/03 00:00:00+00,4:00 PM-5:00 PM,Camera  308 Murraygate,10,2317,17,440
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,9,798,223,441
Fri,2023/11/03 00:00:00+00,8:00 AM-9:00 AM,Camera 323 Union Street,9,414,183,442
Fri,2023/11/03 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,9,1492,23,443
Fri,2023/11/03 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,8,957,1914,444
Fri,2023/11/03 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,8,94,680,445
Fri,2023/11/03 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,8,534,288,446
Fri,2023/11/03 00:00:00+00,2:00 PM-3:00 PM,Camera 323 Union Street,8,887,272,447
Fri,2023/11/03 00:00:00+00,4:00 PM-5:00 PM,Camera 323 Union Street,8,1076,235,448
Fri,2023/11/03 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,8,2400,129,449
Fri,2023/11/03 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,8,122,99,450
Sat,2023/11/04 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,17,3062,10,451
Fri,2023/11/03 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,1,664,1402,452
Fri,2023/11/03 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,1,385,617,453
Sat,2023/11/04 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,16,983,1936,454
Fri,2023/11/03 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,1,40,451,455
Sat,2023/11/04 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,16,125,1042,456
Fri,2023/11/03 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,72,205,457
Sat,2023/11/04 00:00:00+00,9:00 AM-10:00 AM,Camera 500 Hilltown,15,234,770,458
Fri,2023/11/03 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,9,119,459
Sat,2023/11/04 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,15,780,210,460
Fri,2023/11/03 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,1,28,86,461
Sat,2023/11/04 00:00:00+00,2:00 PM-3:00 PM,Camera  308 Murraygate,15,3972,14,462
Fri,2023/11/03 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,90,84,463
Sat,2023/11/04 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,14,1062,1676,464
Fri,2023/11/03 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,1,34,69,465
Sat,2023/11/04 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,14,71,116,466
Fri,2023/11/03 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,1,44,58,467
Sat,2023/11/04 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,13,913,2059,468
Fri,2023/11/03 00:00:00+00,6:00 AM-7:00 AM,Camera 323 Union Street,1,49,45,469
Sat,2023/11/04 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,13,233,749,470
Fri,2023/11/03 00:00:00+00,8:00 PM-9:00 PM,Camera 323 Union Street,1,391,38,471
Sat,2023/11/04 00:00:00+00,3:00 PM-4:00 PM,Camera 317 Reform St,13,2655,32,472
Fri,2023/11/03 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,1,84,36,473
Sat,2023/11/04 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,12,588,1771,474
Fri,2023/11/03 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,1,29,23,475
Sat,2023/11/04 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,12,388,113,476
Fri,2023/11/03 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,1,46,17,477
Fri,2023/11/03 00:00:00+00,7:00 PM-8:00 PM,Camera 317 Reform St,1,976,15,478
Fri,2023/11/03 00:00:00+00,4:00 AM-5:00 AM,Camera 310 - Seagate,1,10,14,479
Fri,2023/11/03 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,1,41,12,480
Fri,2023/11/03 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,426,10,481
Fri,2023/11/03 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,1,29,8,482
Fri,2023/11/03 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,252,6,483
Fri,2023/11/03 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,1,52,6,484
Fri,2023/11/03 00:00:00+00,6:00 AM-7:00 AM,Camera 328 South Marketgait,0,130,540,485
Fri,2023/11/03 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,0,487,418,486
Fri,2023/11/03 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,205,291,487
Fri,2023/11/03 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,67,228,488
Fri,2023/11/03 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,0,154,227,489
Fri,2023/11/03 00:00:00+00,7:00 PM-8:00 PM,Camera 328 South Marketgait,0,21,201,490
Fri,2023/11/03 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,361,172,491
Fri,2023/11/03 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,48,138,492
Fri,2023/11/03 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,50,129,493
Fri,2023/11/03 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,0,74,125,494
Fri,2023/11/03 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,255,103,495
Fri,2023/11/03 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,103,95,496
Fri,2023/11/03 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,0,439,93,497
Fri,2023/11/03 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,74,88,498
Fri,2023/11/03 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,68,82,499
Fri,2023/11/03 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,25,82,500
Fri,2023/11/03 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,172,72,501
Fri,2023/11/03 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,36,71,502
Fri,2023/11/03 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,7,71,503
Fri,2023/11/03 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,51,65,504
Fri,2023/11/03 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,23,64,505
Fri,2023/11/03 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,106,63,506
Fri,2023/11/03 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,24,52,507
Fri,2023/11/03 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,11,50,508
Fri,2023/11/03 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,7,44,509
Fri,2023/11/03 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,7,41,510
Fri,2023/11/03 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,8,36,511
Fri,2023/11/03 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,140,35,512
Fri,2023/11/03 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,0,91,34,513
Fri,2023/11/03 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,164,33,514
Sat,2023/11/04 00:00:00+00,10:00 AM-11:00 AM,Camera 317 Reform St,12,900,20,515
Fri,2023/11/03 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,22,33,516
Sat,2023/11/04 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,11,697,1653,517
Fri,2023/11/03 00:00:00+00,12:00 AM-1:00 AM,Camera 317 Reform St,0,310,23,518
Sat,2023/11/04 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,11,1415,1616,519
Fri,2023/11/03 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,95,22,520
Sat,2023/11/04 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,11,1278,1521,521
Fri,2023/11/03 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,28,20,522
Sat,2023/11/04 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,11,385,1081,523
Fri,2023/11/03 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,16,19,524
Sat,2023/11/04 00:00:00+00,12:00 PM-1:00 PM,Camera 323 Union Street,11,1110,282,525
