Day,Date,Hour,Source,Number_of_Bicycles,Number_of_People,Number_of_Road_Vehicles_,FID
Tue,2024/01/16 00:00:00+00,11:00 AM-12:00 PM,Camera  308 Murraygate,12,2053,10,3120
Tue,2024/01/16 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,11,642,1478,3121
Tue,2024/01/16 00:00:00+00,4:00 PM-5:00 PM,Camera 328 South Marketgait,11,628,1417,3122
Tue,2024/01/16 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,11,937,243,3123
Tue,2024/01/16 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,11,1080,27,3124
Tue,2024/01/16 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,10,583,2023,3125
Tue,2024/01/16 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,10,556,1449,3126
Tue,2024/01/16 00:00:00+00,4:00 PM-5:00 PM,Camera 317 Reform St,10,1185,69,3127
Tue,2024/01/16 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,9,586,1820,3128
Tue,2024/01/16 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,9,54,510,3129
Tue,2024/01/16 00:00:00+00,3:00 PM-4:00 PM,Camera 310 - Seagate,9,962,406,3130
Tue,2024/01/16 00:00:00+00,9:00 AM-10:00 AM,Camera 328 South Marketgait,8,558,1969,3131
Tue,2024/01/16 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,8,689,1887,3132
Tue,2024/01/16 00:00:00+00,10:00 AM-11:00 AM,Camera 320 Westport,8,676,1332,3133
Tue,2024/01/16 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,8,111,467,3134
Tue,2024/01/16 00:00:00+00,5:00 PM-6:00 PM,Camera 323 Union Street,8,446,168,3135
Tue,2024/01/16 00:00:00+00,7:00 AM-8:00 AM,Camera 328 South Marketgait,7,396,1462,3136
Tue,2024/01/16 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,7,756,1287,3137
Tue,2024/01/16 00:00:00+00,1:00 PM-2:00 PM,Camera 310 - Seagate,7,899,477,3138
Tue,2024/01/16 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,7,1125,390,3139
Tue,2024/01/16 00:00:00+00,9:00 AM-10:00 AM,Camera 332 Waterfront,7,36,258,3140
Tue,2024/01/16 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,6,463,1691,3141
Tue,2024/01/16 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,6,327,987,3142
Tue,2024/01/16 00:00:00+00,8:00 PM-9:00 PM,Camera 500 Hilltown,6,224,564,3143
Tue,2024/01/16 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,6,50,283,3144
Tue,2024/01/16 00:00:00+00,8:00 AM-9:00 AM,Camera 332 Waterfront,6,42,56,3145
Tue,2024/01/16 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,6,1248,16,3146
Tue,2024/01/16 00:00:00+00,11:00 AM-12:00 PM,Camera 328 South Marketgait,5,489,1708,3147
Tue,2024/01/16 00:00:00+00,5:00 PM-6:00 PM,Camera 332 Waterfront,5,93,456,3148
Tue,2024/01/16 00:00:00+00,2:00 PM-3:00 PM,Camera 332 Waterfront,5,87,441,3149
Tue,2024/01/16 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,5,800,407,3150
Mon,2024/01/15 00:00:00+00,6:00 PM-7:00 PM,Camera  308 Murraygate,2,466,1,3151
Mon,2024/01/15 00:00:00+00,8:00 AM-9:00 AM,Camera 320 Westport,1,490,1227,3152
Mon,2024/01/15 00:00:00+00,2:00 PM-3:00 PM,Camera 320 Westport,1,661,1062,3153
Mon,2024/01/15 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,1,576,1038,3154
Mon,2024/01/15 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,1,744,806,3155
Mon,2024/01/15 00:00:00+00,9:00 PM-10:00 PM,Camera 320 Westport,1,306,643,3156
Mon,2024/01/15 00:00:00+00,9:00 PM-10:00 PM,Camera 328 South Marketgait,1,246,509,3157
Mon,2024/01/15 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,1,64,354,3158
Mon,2024/01/15 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,1,367,260,3159
Mon,2024/01/15 00:00:00+00,9:00 PM-10:00 PM,Camera 332 Waterfront,1,49,249,3160
Mon,2024/01/15 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,1,48,228,3161
Mon,2024/01/15 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,1,55,209,3162
Mon,2024/01/15 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,1,44,166,3163
Mon,2024/01/15 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,1,18,161,3164
Mon,2024/01/15 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,1,9,157,3165
Mon,2024/01/15 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,1,32,111,3166
Mon,2024/01/15 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,1,175,97,3167
Mon,2024/01/15 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,1,15,96,3168
Mon,2024/01/15 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,1,9,89,3169
Mon,2024/01/15 00:00:00+00,2:00 AM-3:00 AM,Camera 320 Westport,1,21,88,3170
Mon,2024/01/15 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,1,31,73,3171
Mon,2024/01/15 00:00:00+00,7:00 AM-8:00 AM,Camera 317 Reform St,1,317,35,3172
Mon,2024/01/15 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,1,10,34,3173
Mon,2024/01/15 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,1,39,26,3174
Mon,2024/01/15 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,126,21,3175
Mon,2024/01/15 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,1,61,16,3176
Mon,2024/01/15 00:00:00+00,2:00 AM-3:00 AM,Camera 317 Reform St,1,102,15,3177
Mon,2024/01/15 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,1,110,12,3178
Mon,2024/01/15 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,1,24,9,3179
Mon,2024/01/15 00:00:00+00,8:00 PM-9:00 PM,Camera  308 Murraygate,1,175,2,3180
Mon,2024/01/15 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,0,330,816,3181
Mon,2024/01/15 00:00:00+00,4:00 PM-5:00 PM,Camera 310 - Seagate,0,1061,465,3182
Mon,2024/01/15 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,0,77,384,3183
Mon,2024/01/15 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,127,359,3184
Mon,2024/01/15 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,660,354,3185
Mon,2024/01/15 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,0,90,276,3186
Mon,2024/01/15 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,0,37,209,3187
Mon,2024/01/15 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,90,193,3188
Mon,2024/01/15 00:00:00+00,10:00 AM-11:00 AM,Camera 323 Union Street,0,428,186,3189
Mon,2024/01/15 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,17,178,3190
Mon,2024/01/15 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,321,166,3191
Mon,2024/01/15 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,10,126,3192
Mon,2024/01/15 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,100,103,3193
Mon,2024/01/15 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,84,90,3194
Mon,2024/01/15 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,75,81,3195
Mon,2024/01/15 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,7,76,3196
Mon,2024/01/15 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,78,68,3197
Mon,2024/01/15 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,11,60,3198
Mon,2024/01/15 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,8,54,3199
Mon,2024/01/15 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,6,53,3200
Thu,2024/01/18 00:00:00+00,1:00 AM-2:00 AM,Camera 317 Reform St,1,248,6,3201
Thu,2024/01/18 00:00:00+00,9:00 AM-10:00 AM,Camera 320 Westport,0,462,1610,3202
Thu,2024/01/18 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,0,576,1325,3203
Thu,2024/01/18 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,0,97,563,3204
Thu,2024/01/18 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,0,70,429,3205
Thu,2024/01/18 00:00:00+00,12:00 PM-1:00 PM,Camera 310 - Seagate,0,1493,421,3206
Thu,2024/01/18 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,0,1349,412,3207
Thu,2024/01/18 00:00:00+00,9:00 AM-10:00 AM,Camera 310 - Seagate,0,848,394,3208
Thu,2024/01/18 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,0,948,386,3209
Thu,2024/01/18 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,0,180,381,3210
Thu,2024/01/18 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,0,550,294,3211
Thu,2024/01/18 00:00:00+00,8:00 PM-9:00 PM,Camera 332 Waterfront,0,43,262,3212
Thu,2024/01/18 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,2,91,400,3213
Wed,2024/01/17 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,9,8,3214
Thu,2024/01/18 00:00:00+00,5:00 AM-6:00 AM,Camera 328 South Marketgait,0,52,234,3215
Thu,2024/01/18 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,130,199,3216
Thu,2024/01/18 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,215,182,3217
Thu,2024/01/18 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,0,94,137,3218
Thu,2024/01/18 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,138,97,3219
Thu,2024/01/18 00:00:00+00,4:00 AM-5:00 AM,Camera 320 Westport,0,62,92,3220
Thu,2024/01/18 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,18,90,3221
Thu,2024/01/18 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,46,83,3222
Thu,2024/01/18 00:00:00+00,6:00 PM-7:00 PM,Camera 310 - Seagate,0,276,69,3223
Thu,2024/01/18 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,30,61,3224
Thu,2024/01/18 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,12,58,3225
Thu,2024/01/18 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,33,55,3226
Thu,2024/01/18 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,29,54,3227
Thu,2024/01/18 00:00:00+00,11:00 PM-12:00 AM,Camera 332 Waterfront,0,25,50,3228
Thu,2024/01/18 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,104,36,3229
Thu,2024/01/18 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,74,36,3230
Thu,2024/01/18 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,179,29,3231
Thu,2024/01/18 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,90,23,3232
Thu,2024/01/18 00:00:00+00,4:00 AM-5:00 AM,Camera 323 Union Street,0,10,23,3233
Thu,2024/01/18 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,52,19,3234
Thu,2024/01/18 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,5,18,3235
Thu,2024/01/18 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,261,16,3236
Thu,2024/01/18 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,86,15,3237
Thu,2024/01/18 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,10,13,3238
Thu,2024/01/18 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,31,11,3239
Thu,2024/01/18 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,11,11,3240
Thu,2024/01/18 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,8,11,3241
Thu,2024/01/18 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,9,8,3242
Thu,2024/01/18 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,226,7,3243
Thu,2024/01/18 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,0,220,3,3244
Thu,2024/01/18 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,0,99,3,3245
Thu,2024/01/18 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,55,3,3246
Thu,2024/01/18 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,124,2,3247
Thu,2024/01/18 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,44,2,3248
Thu,2024/01/18 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,19,2,3249
Thu,2024/01/18 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,0,24,1,3250
Thu,2024/01/18 00:00:00+00,1:00 AM-2:00 AM,Camera  308 Murraygate,0,15,1,3251
Thu,2024/01/18 00:00:00+00,3:00 AM-4:00 AM,Camera  308 Murraygate,0,2,1,3252
Fri,2024/01/19 00:00:00+00,8:00 AM-9:00 AM,Camera 328 South Marketgait,8,594,1550,3253
Wed,2024/01/17 00:00:00+00,7:00 AM-8:00 AM,Camera  308 Murraygate,1,322,14,3254
Fri,2024/01/19 00:00:00+00,10:00 PM-11:00 PM,Camera 320 Westport,2,387,271,3255
Thu,2024/01/18 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,8,355,167,3256
Thu,2024/01/18 00:00:00+00,6:00 AM-7:00 AM,Camera 320 Westport,2,46,313,3257
Wed,2024/01/17 00:00:00+00,10:00 PM-11:00 PM,Camera  308 Murraygate,1,132,14,3258
Wed,2024/01/17 00:00:00+00,6:00 AM-7:00 AM,Camera  308 Murraygate,0,66,6,3259
Fri,2024/01/19 00:00:00+00,8:00 PM-9:00 PM,Camera 328 South Marketgait,2,427,181,3260
Thu,2024/01/18 00:00:00+00,11:00 PM-12:00 AM,Camera 320 Westport,2,92,310,3261
Wed,2024/01/17 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,1,337,12,3262
Thu,2024/01/18 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,7,635,1540,3263
Wed,2024/01/17 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,0,85,5,3264
Fri,2024/01/19 00:00:00+00,9:00 PM-10:00 PM,Camera 500 Hilltown,8,53,498,3265
Fri,2024/01/19 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,47,168,3266
Thu,2024/01/18 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,2,704,267,3267
Wed,2024/01/17 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,1,94,12,3268
Thu,2024/01/18 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,7,509,1533,3269
Wed,2024/01/17 00:00:00+00,4:00 AM-5:00 AM,Camera 317 Reform St,0,15,3,3270
Fri,2024/01/19 00:00:00+00,5:00 PM-6:00 PM,Camera 317 Reform St,8,1672,7,3271
Fri,2024/01/19 00:00:00+00,9:00 PM-10:00 PM,Camera 323 Union Street,2,256,160,3272
Thu,2024/01/18 00:00:00+00,5:00 AM-6:00 AM,Camera 500 Hilltown,2,23,167,3273
Wed,2024/01/17 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,1,79,9,3274
Thu,2024/01/18 00:00:00+00,6:00 PM-7:00 PM,Camera 500 Hilltown,7,288,934,3275
Wed,2024/01/17 00:00:00+00,11:00 PM-12:00 AM,Camera  308 Murraygate,0,51,2,3276
Fri,2024/01/19 00:00:00+00,2:00 PM-3:00 PM,Camera 328 South Marketgait,7,803,2135,3277
Fri,2024/01/19 00:00:00+00,12:00 PM-1:00 PM,Camera 320 Westport,7,765,1835,3278
Fri,2024/01/19 00:00:00+00,1:00 PM-2:00 PM,Camera 332 Waterfront,7,85,1385,3279
Fri,2024/01/19 00:00:00+00,3:00 PM-4:00 PM,Camera 332 Waterfront,7,78,1350,3280
Fri,2024/01/19 00:00:00+00,7:00 PM-8:00 PM,Camera 320 Westport,7,267,636,3281
Fri,2024/01/19 00:00:00+00,5:00 PM-6:00 PM,Camera  308 Murraygate,7,1448,2,3282
Fri,2024/01/19 00:00:00+00,12:00 PM-1:00 PM,Camera 332 Waterfront,6,116,1302,3283
Fri,2024/01/19 00:00:00+00,10:00 AM-11:00 AM,Camera 332 Waterfront,6,76,909,3284
Fri,2024/01/19 00:00:00+00,7:00 AM-8:00 AM,Camera 500 Hilltown,6,127,710,3285
Fri,2024/01/19 00:00:00+00,1:00 PM-2:00 PM,Camera 328 South Marketgait,5,808,2103,3286
Fri,2024/01/19 00:00:00+00,3:00 PM-4:00 PM,Camera 320 Westport,5,440,1608,3287
Fri,2024/01/19 00:00:00+00,11:00 AM-12:00 PM,Camera 332 Waterfront,5,68,1150,3288
Fri,2024/01/19 00:00:00+00,10:00 PM-11:00 PM,Camera 500 Hilltown,5,13,400,3289
Fri,2024/01/19 00:00:00+00,11:00 PM-12:00 AM,Camera 500 Hilltown,5,16,323,3290
Fri,2024/01/19 00:00:00+00,6:00 PM-7:00 PM,Camera 328 South Marketgait,5,642,259,3291
Fri,2024/01/19 00:00:00+00,11:00 AM-12:00 PM,Camera 317 Reform St,5,1883,227,3292
Fri,2024/01/19 00:00:00+00,9:00 AM-10:00 AM,Camera 323 Union Street,5,384,202,3293
Fri,2024/01/19 00:00:00+00,9:00 AM-10:00 AM,Camera 317 Reform St,5,1021,198,3294
Fri,2024/01/19 00:00:00+00,6:00 PM-7:00 PM,Camera 323 Union Street,5,490,182,3295
Fri,2024/01/19 00:00:00+00,11:00 PM-12:00 AM,Camera 323 Union Street,5,273,178,3296
Fri,2024/01/19 00:00:00+00,12:00 AM-1:00 AM,Camera 323 Union Street,5,150,66,3297
Fri,2024/01/19 00:00:00+00,11:00 AM-12:00 PM,Camera 320 Westport,4,532,1665,3298
Fri,2024/01/19 00:00:00+00,4:00 PM-5:00 PM,Camera 332 Waterfront,4,115,1200,3299
Fri,2024/01/19 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,4,835,418,3300
Fri,2024/01/19 00:00:00+00,8:00 AM-9:00 AM,Camera 317 Reform St,4,706,294,3301
Fri,2024/01/19 00:00:00+00,6:00 AM-7:00 AM,Camera 500 Hilltown,4,58,267,3302
Fri,2024/01/19 00:00:00+00,7:00 PM-8:00 PM,Camera 323 Union Street,4,362,224,3303
Fri,2024/01/19 00:00:00+00,10:00 PM-11:00 PM,Camera 323 Union Street,4,256,177,3304
Fri,2024/01/19 00:00:00+00,12:00 AM-1:00 AM,Camera 500 Hilltown,4,30,145,3305
Fri,2024/01/19 00:00:00+00,5:00 AM-6:00 AM,Camera 317 Reform St,4,94,26,3306
Fri,2024/01/19 00:00:00+00,6:00 PM-7:00 PM,Camera 317 Reform St,4,1300,24,3307
Fri,2024/01/19 00:00:00+00,2:00 PM-3:00 PM,Camera 310 - Seagate,3,660,1454,3308
Fri,2024/01/19 00:00:00+00,7:00 AM-8:00 AM,Camera 332 Waterfront,3,40,838,3309
Fri,2024/01/19 00:00:00+00,8:00 PM-9:00 PM,Camera 320 Westport,3,286,366,3310
Fri,2024/01/19 00:00:00+00,5:00 PM-6:00 PM,Camera 328 South Marketgait,3,953,353,3311
Fri,2024/01/19 00:00:00+00,8:00 AM-9:00 AM,Camera 310 - Seagate,3,517,351,3312
Fri,2024/01/19 00:00:00+00,10:00 PM-11:00 PM,Camera 328 South Marketgait,3,282,147,3313
Fri,2024/01/19 00:00:00+00,7:00 AM-8:00 AM,Camera 323 Union Street,3,150,65,3314
Fri,2024/01/19 00:00:00+00,10:00 PM-11:00 PM,Camera 317 Reform St,3,654,29,3315
Fri,2024/01/19 00:00:00+00,8:00 AM-9:00 AM,Camera  308 Murraygate,3,578,9,3316
Fri,2024/01/19 00:00:00+00,3:00 PM-4:00 PM,Camera 328 South Marketgait,2,827,2079,3317
Fri,2024/01/19 00:00:00+00,10:00 AM-11:00 AM,Camera 328 South Marketgait,2,454,1869,3318
Fri,2024/01/19 00:00:00+00,5:00 PM-6:00 PM,Camera 320 Westport,2,289,1868,3319
Fri,2024/01/19 00:00:00+00,6:00 PM-7:00 PM,Camera 320 Westport,2,300,1320,3320
Fri,2024/01/19 00:00:00+00,7:00 AM-8:00 AM,Camera 320 Westport,2,179,788,3321
Fri,2024/01/19 00:00:00+00,11:00 AM-12:00 PM,Camera 310 - Seagate,2,1204,456,3322
Fri,2024/01/19 00:00:00+00,5:00 PM-6:00 PM,Camera 310 - Seagate,2,311,379,3323
Fri,2024/01/19 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,2,14,77,3324
Wed,2024/01/17 00:00:00+00,2:00 AM-3:00 AM,Camera  308 Murraygate,0,6,2,3325
Thu,2024/01/18 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,2,169,159,3326
Fri,2024/01/19 00:00:00+00,11:00 PM-12:00 AM,Camera 317 Reform St,2,587,47,3327
Wed,2024/01/17 00:00:00+00,5:00 AM-6:00 AM,Camera  308 Murraygate,0,39,1,3328
Thu,2024/01/18 00:00:00+00,6:00 AM-7:00 AM,Camera 332 Waterfront,2,73,132,3329
Fri,2024/01/19 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,2,53,27,3330
Wed,2024/01/17 00:00:00+00,3:00 AM-4:00 AM,Camera 317 Reform St,0,21,1,3331
Wed,2024/01/17 00:00:00+00,12:00 AM-1:00 AM,Camera  308 Murraygate,1,26,2,3332
Thu,2024/01/18 00:00:00+00,6:00 PM-7:00 PM,Camera 332 Waterfront,2,130,91,3333
Fri,2024/01/19 00:00:00+00,9:00 AM-10:00 AM,Camera  308 Murraygate,2,1072,18,3334
Wed,2024/01/17 00:00:00+00,4:00 AM-5:00 AM,Camera  308 Murraygate,0,7,1,3335
Wed,2024/01/17 00:00:00+00,1:00 PM-2:00 PM,Camera 320 Westport,0,581,1421,3336
Wed,2024/01/17 00:00:00+00,10:00 AM-11:00 AM,Camera 310 - Seagate,0,805,383,3337
Wed,2024/01/17 00:00:00+00,11:00 PM-12:00 AM,Camera 328 South Marketgait,0,67,248,3338
Wed,2024/01/17 00:00:00+00,7:00 PM-8:00 PM,Camera 332 Waterfront,0,47,211,3339
Wed,2024/01/17 00:00:00+00,7:00 AM-8:00 AM,Camera 310 - Seagate,0,260,195,3340
Wed,2024/01/17 00:00:00+00,5:00 AM-6:00 AM,Camera 332 Waterfront,0,4,190,3341
Wed,2024/01/17 00:00:00+00,8:00 PM-9:00 PM,Camera 310 - Seagate,0,282,187,3342
Wed,2024/01/17 00:00:00+00,12:00 AM-1:00 AM,Camera 320 Westport,0,77,186,3343
Wed,2024/01/17 00:00:00+00,7:00 PM-8:00 PM,Camera 310 - Seagate,0,303,185,3344
Wed,2024/01/17 00:00:00+00,5:00 AM-6:00 AM,Camera 320 Westport,0,29,167,3345
Wed,2024/01/17 00:00:00+00,9:00 PM-10:00 PM,Camera 310 - Seagate,0,188,163,3346
Wed,2024/01/17 00:00:00+00,1:00 AM-2:00 AM,Camera 320 Westport,0,57,129,3347
Wed,2024/01/17 00:00:00+00,10:00 PM-11:00 PM,Camera 310 - Seagate,0,168,121,3348
Wed,2024/01/17 00:00:00+00,12:00 AM-1:00 AM,Camera 328 South Marketgait,0,15,112,3349
Wed,2024/01/17 00:00:00+00,1:00 AM-2:00 AM,Camera 500 Hilltown,0,14,90,3350
Wed,2024/01/17 00:00:00+00,11:00 PM-12:00 AM,Camera 310 - Seagate,0,65,85,3351
Wed,2024/01/17 00:00:00+00,6:00 AM-7:00 AM,Camera 310 - Seagate,0,89,81,3352
Wed,2024/01/17 00:00:00+00,2:00 AM-3:00 AM,Camera 500 Hilltown,0,7,77,3353
Wed,2024/01/17 00:00:00+00,3:00 AM-4:00 AM,Camera 320 Westport,0,7,69,3354
Wed,2024/01/17 00:00:00+00,12:00 AM-1:00 AM,Camera 310 - Seagate,0,54,59,3355
Wed,2024/01/17 00:00:00+00,5:00 AM-6:00 AM,Camera 310 - Seagate,0,47,56,3356
Wed,2024/01/17 00:00:00+00,7:00 PM-8:00 PM,Camera  308 Murraygate,0,648,52,3357
Wed,2024/01/17 00:00:00+00,4:00 AM-5:00 AM,Camera 500 Hilltown,0,7,51,3358
Wed,2024/01/17 00:00:00+00,10:00 PM-11:00 PM,Camera 332 Waterfront,0,29,46,3359
Wed,2024/01/17 00:00:00+00,12:00 AM-1:00 AM,Camera 332 Waterfront,0,7,43,3360
Wed,2024/01/17 00:00:00+00,1:00 AM-2:00 AM,Camera 328 South Marketgait,0,10,41,3361
Wed,2024/01/17 00:00:00+00,4:00 AM-5:00 AM,Camera 328 South Marketgait,0,3,39,3362
Wed,2024/01/17 00:00:00+00,1:00 AM-2:00 AM,Camera 323 Union Street,0,93,37,3363
Wed,2024/01/17 00:00:00+00,4:00 AM-5:00 AM,Camera 332 Waterfront,0,7,35,3364
Wed,2024/01/17 00:00:00+00,9:00 PM-10:00 PM,Camera  308 Murraygate,0,351,34,3365
Wed,2024/01/17 00:00:00+00,2:00 AM-3:00 AM,Camera 332 Waterfront,0,4,33,3366
Wed,2024/01/17 00:00:00+00,3:00 AM-4:00 AM,Camera 500 Hilltown,0,5,32,3367
Wed,2024/01/17 00:00:00+00,1:00 AM-2:00 AM,Camera 310 - Seagate,0,15,31,3368
Wed,2024/01/17 00:00:00+00,2:00 AM-3:00 AM,Camera 328 South Marketgait,0,0,30,3369
Wed,2024/01/17 00:00:00+00,2:00 AM-3:00 AM,Camera 310 - Seagate,0,20,26,3370
Wed,2024/01/17 00:00:00+00,5:00 AM-6:00 AM,Camera 323 Union Street,0,20,26,3371
Wed,2024/01/17 00:00:00+00,3:00 AM-4:00 AM,Camera 323 Union Street,0,17,26,3372
Wed,2024/01/17 00:00:00+00,3:00 AM-4:00 AM,Camera 328 South Marketgait,0,0,25,3373
Wed,2024/01/17 00:00:00+00,2:00 AM-3:00 AM,Camera 323 Union Street,0,85,24,3374
Wed,2024/01/17 00:00:00+00,3:00 AM-4:00 AM,Camera 332 Waterfront,0,0,24,3375
Wed,2024/01/17 00:00:00+00,1:00 AM-2:00 AM,Camera 332 Waterfront,0,1,20,3376
Wed,2024/01/17 00:00:00+00,3:00 AM-4:00 AM,Camera 310 - Seagate,0,9,15,3377
